4872,MYSUR GOLD   8MM,,,7x2,7x2,7x2,1
4862,MYSUR GOLD   8MM,,,6x2,6x2,6x2,1
4852,MYSUR GOLD   8MM,,,5x2,5x2,5x2,1
4842,MYSUR GOLD   8MM,,,4x2,4x2,4x2,1
4832,MYSUR GOLD   8MM,,,3x2,3x2,3x2,1
4822,MYSUR GOLD   8MM,,,2x2,2x2,2x2,1
4684,MYSUR GOLD    6MM,,,8x4,8x4,8x4,1
4674,MYSUR GOLD    6MM,,,7x4,7x4,7x4,1
4664,MYSUR GOLD    6MM,,,6x4,6x4,6x4,1
4654,MYSUR GOLD    6MM,,,5x4,5x4,5x4,1
4644,MYSUR GOLD    6MM,,,4x4,4x4,4x4,1
4683,MYSUR GOLD    6MM,,,8x3,8x3,8x3,1
4673,MYSUR GOLD    6MM,,,7x3,7x3,7x3,1
4663,MYSUR GOLD    6MM,,,6x3,6x3,6x3,1
4653,MYSUR GOLD    6MM,,,5x3,5x3,5x3,1
4643,MYSUR GOLD    6MM,,,4x3,4x3,4x3,1
4633,MYSUR GOLD    6MM,,,3x3,3x3,3x3,1
4682,MYSUR GOLD    6MM,,,8x2,8x2,8x2,1
4672,MYSUR GOLD    6MM,,,7x2,7x2,7x2,1
4662,MYSUR GOLD    6MM,,,6x2,6x2,6x2,1
4652,MYSUR GOLD    6MM,,,5x2,5x2,5x2,1
4642,MYSUR GOLD    6MM,,,4x2,4x2,4x2,1
4632,MYSUR GOLD    6MM,,,3x2,3x2,3x2,1
4622,MYSUR GOLD    6MM,,,2x2,2x2,2x2,1
4484,MYSUR GOLD    4MM,,,8x4,8x4,8x4,1
4474,MYSUR GOLD    4MM,,,7x4,7x4,7x4,1
4464,MYSUR GOLD    4MM,,,6x4,6x4,6x4,1
4454,MYSUR GOLD    4MM,,,5x4,5x4,5x4,1
4444,MYSUR GOLD    4MM,,,4x4,4x4,4x4,1
4483,MYSUR GOLD    4MM,,,8x3,8x3,8x3,1
4473,MYSUR GOLD    4MM,,,7x3,7x3,7x3,1
4463,MYSUR GOLD    4MM,,,6x3,6x3,6x3,1
4453,MYSUR GOLD    4MM,,,5x3,5x3,5x3,1
4443,MYSUR GOLD    4MM,,,4x3,4x3,4x3,1
4433,MYSUR GOLD    4MM,,,3x3,3x3,3x3,1
4482,MYSUR GOLD    4MM,,,8x2,8x2,8x2,1
4472,MYSUR GOLD    4MM,,,7x2,7x2,7x2,1
4462,MYSUR GOLD    4MM,,,6x2,6x2,6x2,1
4452,MYSUR GOLD    4MM,,,5x2,5x2,5x2,1
4442,MYSUR GOLD    4MM,,,4x2,4x2,4x2,1
4432,MYSUR GOLD    4MM,,,3x2,3x2,3x2,1
4422,MYSUR GOLD    4MM,,,2x2,2x2,2x2,1
51884,INDIA PRESTEGE  18MM,,,8x4,8x4,8x4,1
51874,INDIA PRESTEGE  18MM,,,7x4,7x4,7x4,1
51864,INDIA PRESTEGE  18MM,,,6x4,6x4,6x4,1
51854,INDIA PRESTEGE  18MM,,,5x4,5x4,5x4,1
51844,INDIA PRESTEGE  18MM,,,4x4,4x4,4x4,1
51883,INDIA PRESTEGE  18MM,,,8x3,8x3,8x3,1
51873,INDIA PRESTEGE  18MM,,,7x3,7x3,7x3,1
51863,INDIA PRESTEGE  18MM,,,6x3,6x3,6x3,1
51853,INDIA PRESTEGE  18MM,,,5x3,5x3,5x3,1
51843,INDIA PRESTEGE  18MM,,,4x3,4x3,4x3,1
51833,INDIA PRESTEGE  18MM,,,3x3,3x3,3x3,1
51882,INDIA PRESTEGE  18MM,,,8x2,8x2,8x2,1
51872,INDIA PRESTEGE  18MM,,,7x2,7x2,7x2,1
51862,INDIA PRESTEGE  18MM,,,6x2,6x2,6x2,1
51852,INDIA PRESTEGE  18MM,,,5x2,5x2,5x2,1
51842,INDIA PRESTEGE  18MM,,,4x2,4x2,4x2,1
51832,INDIA PRESTEGE  18MM,,,3x2,3x2,3x2,1
51822,INDIA PRESTEGE  18MM,,,2x2,2x2,2x2,1
51284,INDIA PRESTEGE  12MM,,,8x4,8x4,8x4,1
51274,INDIA PRESTEGE  12MM,,,7x4,7x4,7x4,1
51264,INDIA PRESTEGE  12MM,,,6x4,6x4,6x4,1
51254,INDIA PRESTEGE  12MM,,,5x4,5x4,5x4,1
51244,INDIA PRESTEGE  12MM,,,4x4,4x4,4x4,1
51283,INDIA PRESTEGE  12MM,,,8x3,8x3,8x3,1
51273,INDIA PRESTEGE  12MM,,,7x3,7x3,7x3,1
51263,INDIA PRESTEGE  12MM,,,6x3,6x3,6x3,1
51253,INDIA PRESTEGE  12MM,,,5x3,5x3,5x3,1
51243,INDIA PRESTEGE  12MM,,,4x3,4x3,4x3,1
51233,INDIA PRESTEGE  12MM,,,3x3,3x3,3x3,1
51282,INDIA PRESTEGE  12MM,,,8x2,8x2,8x2,1
51272,INDIA PRESTEGE  12MM,,,7x2,7x2,7x2,1
51262,INDIA PRESTEGE  12MM,,,6x2,6x2,6x2,1
51252,INDIA PRESTEGE  12MM,,,5x2,5x2,5x2,1
51242,INDIA PRESTEGE  12MM,,,4x2,4x2,4x2,1
51232,INDIA PRESTEGE  12MM,,,3x2,3x2,3x2,1
51222,INDIA PRESTEGE  12MM,,,2x2,2x2,2x2,1
5884,INDIA PRESTEGE 8MM,,,8x4,8x4,8x4,1
5874,INDIA PRESTEGE 8MM,,,7x4,7x4,7x4,1
5864,INDIA PRESTEGE 8MM,,,6x4,6x4,6x4,1
5854,INDIA PRESTEGE 8MM,,,5x4,5x4,5x4,1
5844,INDIA PRESTEGE 8MM,,,4x4,4x4,4x4,1
5883,INDIA PRESTEGE 8MM,,,8x3,8x3,8x3,1
5873,INDIA PRESTEGE 8MM,,,7x3,7x3,7x3,1
5863,INDIA PRESTEGE 8MM,,,6x3,6x3,6x3,1
5853,INDIA PRESTEGE 8MM,,,5x3,5x3,5x3,1
5843,INDIA PRESTEGE 8MM,,,4x3,4x3,4x3,1
5833,INDIA PRESTEGE 8MM,,,3x3,3x3,3x3,1
5882,INDIA PRESTEGE 8MM,,,8x2,8x2,8x2,1
5872,INDIA PRESTEGE 8MM,,,7x2,7x2,7x2,1
5862,INDIA PRESTEGE 8MM,,,6x2,6x2,6x2,1
5852,INDIA PRESTEGE 8MM,,,5x2,5x2,5x2,1
5842,INDIA PRESTEGE 8MM,,,4x2,4x2,4x2,1
5832,INDIA PRESTEGE 8MM,,,3x2,3x2,3x2,1
5822,INDIA PRESTEGE 8MM,,,2x2,2x2,2x2,1
5684,INDIA PRESTEGE6MM,,,8x4,8x4,8x4,1
5674,INDIA PRESTEGE6MM,,,7x4,7x4,7x4,1
5664,INDIA PRESTEGE6MM,,,6x4,6x4,6x4,1
5654,INDIA PRESTEGE6MM,,,5x4,5x4,5x4,1
5644,INDIA PRESTEGE6MM,,,4x4,4x4,4x4,1
5683,INDIA PRESTEGE6MM,,,8x3,8x3,8x3,1
5673,INDIA PRESTEGE6MM,,,7x3,7x3,7x3,1
5663,INDIA PRESTEGE6MM,,,6x3,6x3,6x3,1
5653,INDIA PRESTEGE6MM,,,5x3,5x3,5x3,1
5643,INDIA PRESTEGE6MM,,,4x3,4x3,4x3,1
5633,INDIA PRESTEGE6MM,,,3x3,3x3,3x3,1
5682,INDIA PRESTEGE6MM,,,8x2,8x2,8x2,1
5672,INDIA PRESTEGE6MM,,,7x2,7x2,7x2,1
5662,INDIA PRESTEGE6MM,,,6x2,6x2,6x2,1
5652,INDIA PRESTEGE6MM,,,5x2,5x2,5x2,1
5642,INDIA PRESTEGE6MM,,,4x2,4x2,4x2,1
5632,INDIA PRESTEGE6MM,,,3x2,3x2,3x2,1
5622,INDIA PRESTEGE6MM,,,2x2,2x2,2x2,1
5484,INDIA PRESTEGE4MM,,,8x4,8x4,8x4,1
5474,INDIA PRESTEGE4MM,,,7x4,7x4,7x4,1
5464,INDIA PRESTEGE4MM,,,6x4,6x4,6x4,1
